Well,OD,Time_h,Type,Concentration,Sample,Antibiotic,Lineage,Experiment,Plate,blank_mean,OD_blanked,sample_group,replicate
E1,1.725,24,sample,0.016,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,1.6260000000000001,PA strains,1
E2,0.996,24,sample,0.047,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,0.897,PA strains,1
E3,1.594,24,sample,0.125,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,1.495,PA strains,1
E4,0.48,24,sample,0.38,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,0.381,PA strains,1
E5,0.093,24,sample,1,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,1
E6,0.093,24,sample,3,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,1
E7,0.092,24,sample,8,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.007000000000000006,PA strains,1
E8,0.092,24,sample,16,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.007000000000000006,PA strains,1
E9,0.092,24,sample,32,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.007000000000000006,PA strains,1
E10,0.092,24,sample,64,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.007000000000000006,PA strains,1
E11,0.091,24,sample,128,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.008000000000000007,PA strains,1
E12,0.093,24,sample,256,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,1
F1,1.721,24,sample,0.016,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,1.622,PA strains,2
F2,0.97,24,sample,0.047,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,0.871,PA strains,2
F3,1.662,24,sample,0.125,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,1.563,PA strains,2
F4,0.528,24,sample,0.38,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,0.42900000000000005,PA strains,2
F5,0.093,24,sample,1,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,2
F6,0.093,24,sample,3,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,2
F7,0.093,24,sample,8,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,2
F8,0.094,24,sample,16,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.0050000000000000044,PA strains,2
F9,0.093,24,sample,32,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,2
F10,0.093,24,sample,64,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,2
F11,0.092,24,sample,128,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.007000000000000006,PA strains,2
F12,0.092,24,sample,256,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.007000000000000006,PA strains,2
G1,1.587,24,sample,0.016,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,1.488,PA strains,3
G2,1.032,24,sample,0.047,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,0.933,PA strains,3
G3,1.571,24,sample,0.125,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,1.472,PA strains,3
G4,0.506,24,sample,0.38,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,0.40700000000000003,PA strains,3
G5,0.092,24,sample,1,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.007000000000000006,PA strains,3
G6,0.094,24,sample,3,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.0050000000000000044,PA strains,3
G7,0.094,24,sample,8,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.0050000000000000044,PA strains,3
G8,0.095,24,sample,16,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.0040000000000000036,PA strains,3
G9,0.094,24,sample,32,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.0050000000000000044,PA strains,3
G10,0.093,24,sample,64,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.006000000000000005,PA strains,3
G11,0.092,24,sample,128,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.007000000000000006,PA strains,3
G12,0.091,24,sample,256,PA01_2,TOB,ancestor,Exp2.1,Plate1,0.099,-0.008000000000000007,PA strains,3
H1,0.093,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.006000000000000005,NA,NA
H2,0.096,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.0030000000000000027,NA,NA
H3,0.101,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,0.0020000000000000018,NA,NA
H4,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.007000000000000006,NA,NA
H5,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.007000000000000006,NA,NA
H6,0.093,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.006000000000000005,NA,NA
H7,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.007000000000000006,NA,NA
H8,0.094,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.0050000000000000044,NA,NA
H9,0.091,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.008000000000000007,NA,NA
H10,0.089,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.010000000000000009,NA,NA
H11,0.089,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.010000000000000009,NA,NA
H12,0.089,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate1,0.099,-0.010000000000000009,NA,NA
A1,0.097,0,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0013333333333333391,NA,NA
A2,0.097,0,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0013333333333333391,NA,NA
A3,0.101,0,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,0.0026666666666666644,NA,NA
A4,0.093,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,NA,NA
A5,0.094,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,NA,NA
A6,0.101,0,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,0.0026666666666666644,N-lines,1
A7,0.099,0,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,6.666666666666626e-4,N-lines,2
A8,0.1,0,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,0.0016666666666666635,N-lines,3
A9,0.091,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0073333333333333445,NA,NA
A10,0.102,0,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,0.0036666666666666514,N-lines,1
A11,0.099,0,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,6.666666666666626e-4,N-lines,2
A12,0.098,0,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-3.3333333333333826e-4,N-lines,3
B1,0.097,0,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0013333333333333391,N-lines,1
B2,0.092,0,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.006333333333333344,N-lines,1
B3,0.095,0,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,1
B4,0.094,0,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
B5,0.097,0,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0013333333333333391,N-lines,1
B6,0.095,0,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,1
B7,0.095,0,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,1
B8,0.098,0,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-3.3333333333333826e-4,N-lines,1
B9,0.095,0,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,1
B10,0.093,0,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,1
B11,0.094,0,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
B12,0.094,0,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
C1,0.094,0,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,2
C2,0.093,0,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,2
C3,0.095,0,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
C4,0.094,0,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,2
C5,0.095,0,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
C6,0.096,0,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.00233333333333334,N-lines,2
C7,0.098,0,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-3.3333333333333826e-4,N-lines,2
C8,0.097,0,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0013333333333333391,N-lines,2
C9,0.095,0,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
C10,0.095,0,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
C11,0.093,0,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,2
C12,0.095,0,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
D1,0.098,0,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-3.3333333333333826e-4,N-lines,3
D2,0.092,0,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.006333333333333344,N-lines,3
D3,0.094,0,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,3
D4,0.093,0,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,3
D5,0.093,0,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,3
D6,0.093,0,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,3
D7,0.093,0,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,3
D8,0.093,0,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,3
D9,0.094,0,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,3
D10,0.094,0,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,3
D11,0.093,0,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,3
D12,0.096,0,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.00233333333333334,N-lines,3
E1,0.097,0,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0013333333333333391,N-lines,1
E2,0.093,0,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,1
E3,0.095,0,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,1
E4,0.094,0,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
E5,0.095,0,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,1
E6,0.094,0,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
E7,0.094,0,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
E8,0.094,0,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
E9,0.094,0,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
E10,0.094,0,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,1
E11,0.095,0,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,1
E12,0.093,0,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,1
F1,0.095,0,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
F2,0.095,0,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
F3,0.096,0,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.00233333333333334,N-lines,2
F4,0.095,0,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
F5,0.095,0,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
F6,0.094,0,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,2
F7,0.095,0,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
F8,0.095,0,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
F9,0.094,0,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,2
F10,0.095,0,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,2
F11,0.094,0,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,2
F12,0.093,0,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,N-lines,2
G1,0.094,0,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,3
G2,0.094,0,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,3
G3,0.095,0,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,3
G4,0.094,0,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,3
G5,0.094,0,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,N-lines,3
G6,0.095,0,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,3
G7,0.096,0,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.00233333333333334,N-lines,3
G8,0.101,0,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,0.0026666666666666644,N-lines,3
G9,0.095,0,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,3
G10,0.095,0,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.003333333333333341,N-lines,3
G11,0.092,0,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.006333333333333344,N-lines,3
G12,0.091,0,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0073333333333333445,N-lines,3
H1,0.097,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0013333333333333391,NA,NA
H2,0.098,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-3.3333333333333826e-4,NA,NA
H3,0.097,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0013333333333333391,NA,NA
H4,0.09,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.008333333333333345,NA,NA
H5,0.091,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0073333333333333445,NA,NA
H6,0.09,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.008333333333333345,NA,NA
H7,0.093,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.005333333333333343,NA,NA
H8,0.094,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.004333333333333342,NA,NA
H9,0.096,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.00233333333333334,NA,NA
H10,0.091,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.0073333333333333445,NA,NA
H11,0.089,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.009333333333333346,NA,NA
H12,0.089,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.09833333333333334,-0.009333333333333346,NA,NA
A1,0.096,16,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0010000000000000009,NA,NA
A2,0.098,16,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,0.0010000000000000009,NA,NA
A3,0.097,16,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,0,NA,NA
A4,0.091,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.006000000000000005,NA,NA
A5,0.092,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
A6,0.365,16,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.268,N-lines,1
A7,0.348,16,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.251,N-lines,2
A8,0.385,16,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.28800000000000003,N-lines,3
A9,0.093,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,NA,NA
A10,0.329,16,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.232,N-lines,1
A11,0.374,16,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.277,N-lines,2
A12,0.343,16,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.24600000000000002,N-lines,3
B1,0.435,16,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.33799999999999997,N-lines,1
B2,0.399,16,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.30200000000000005,N-lines,1
B3,0.149,16,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.05199999999999999,N-lines,1
B4,0.095,16,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,1
B5,0.095,16,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,1
B6,0.094,16,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
B7,0.097,16,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0,N-lines,1
B8,0.095,16,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,1
B9,0.096,16,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0010000000000000009,N-lines,1
B10,0.094,16,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
B11,0.094,16,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
B12,0.093,16,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,1
C1,0.524,16,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.42700000000000005,N-lines,2
C2,0.261,16,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.164,N-lines,2
C3,0.131,16,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.034,N-lines,2
C4,0.094,16,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
C5,0.097,16,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0,N-lines,2
C6,0.094,16,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
C7,0.095,16,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,2
C8,0.094,16,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
C9,0.095,16,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,2
C10,0.094,16,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
C11,0.092,16,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,N-lines,2
C12,0.092,16,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,N-lines,2
D1,0.465,16,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.368,N-lines,3
D2,0.363,16,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.266,N-lines,3
D3,0.128,16,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.031,N-lines,3
D4,0.095,16,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
D5,0.093,16,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
D6,0.093,16,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
D7,0.093,16,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
D8,0.093,16,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
D9,0.094,16,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
D10,0.094,16,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
D11,0.092,16,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,N-lines,3
D12,0.093,16,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
E1,0.571,16,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.474,N-lines,1
E2,0.729,16,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.632,N-lines,1
E3,0.156,16,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.059,N-lines,1
E4,0.094,16,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
E5,0.095,16,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,1
E6,0.094,16,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
E7,0.093,16,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,1
E8,0.093,16,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,1
E9,0.093,16,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,1
E10,0.093,16,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,1
E11,0.092,16,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,N-lines,1
E12,0.094,16,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
F1,0.701,16,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.604,N-lines,2
F2,0.737,16,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.64,N-lines,2
F3,0.154,16,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.056999999999999995,N-lines,2
F4,0.095,16,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,2
F5,0.094,16,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F6,0.094,16,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F7,0.094,16,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F8,0.094,16,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F9,0.094,16,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F10,0.094,16,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F11,0.094,16,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F12,0.093,16,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,2
G1,0.718,16,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.621,N-lines,3
G2,0.677,16,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.5800000000000001,N-lines,3
G3,0.183,16,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.086,N-lines,3
G4,0.095,16,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
G5,0.094,16,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
G6,0.094,16,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
G7,0.095,16,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
G8,0.095,16,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
G9,0.095,16,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
G10,0.094,16,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
