Well,OD,Time_h,Type,Concentration,Sample,Antibiotic,Lineage,Experiment,Plate,blank_mean,OD_blanked,sample_group,replicate
G11,0.092,16,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,N-lines,3
G12,0.091,16,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.006000000000000005,N-lines,3
H1,1.424,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,1.327,NA,NA
H2,1.472,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,1.375,NA,NA
H3,1.501,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,1.404,NA,NA
H4,0.092,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
H5,0.092,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
H6,0.092,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
H7,0.092,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
H8,0.093,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,NA,NA
H9,0.091,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.006000000000000005,NA,NA
H10,0.089,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.008000000000000007,NA,NA
H11,0.089,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.008000000000000007,NA,NA
H12,0.089,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.008000000000000007,NA,NA
A1,0.094,24,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,NA,NA
A2,0.099,24,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,0.0020000000000000018,NA,NA
A3,0.098,24,blank,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,0.0010000000000000009,NA,NA
A4,0.091,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.006000000000000005,NA,NA
A5,0.091,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.006000000000000005,NA,NA
A6,0.388,24,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.29100000000000004,N-lines,1
A7,0.377,24,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.28,N-lines,2
A8,0.414,24,sample,0,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.31699999999999995,N-lines,3
A9,0.093,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,NA,NA
A10,0.356,24,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.259,N-lines,1
A11,0.41,24,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.31299999999999994,N-lines,2
A12,0.376,24,sample,0,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.279,N-lines,3
B1,0.474,24,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.377,N-lines,1
B2,0.433,24,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.33599999999999997,N-lines,1
B3,0.152,24,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.05499999999999999,N-lines,1
B4,0.095,24,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,1
B5,0.095,24,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,1
B6,0.094,24,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
B7,0.097,24,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0,N-lines,1
B8,0.095,24,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,1
B9,0.096,24,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0010000000000000009,N-lines,1
B10,0.094,24,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
B11,0.094,24,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
B12,0.094,24,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
C1,0.559,24,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.4620000000000001,N-lines,2
C2,0.306,24,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.209,N-lines,2
C3,0.133,24,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.036000000000000004,N-lines,2
C4,0.094,24,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
C5,0.097,24,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0,N-lines,2
C6,0.094,24,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
C7,0.095,24,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,2
C8,0.094,24,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
C9,0.095,24,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,2
C10,0.095,24,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,2
C11,0.093,24,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,2
C12,0.093,24,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,2
D1,0.504,24,sample,0.016,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.40700000000000003,N-lines,3
D2,0.437,24,sample,0.047,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.33999999999999997,N-lines,3
D3,0.131,24,sample,0.125,NA1,TOB,evolved,Exp2.1,Plate2,0.097,0.034,N-lines,3
D4,0.095,24,sample,0.38,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
D5,0.093,24,sample,1,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
D6,0.093,24,sample,3,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
D7,0.093,24,sample,8,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
D8,0.093,24,sample,16,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,3
D9,0.094,24,sample,32,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
D10,0.094,24,sample,64,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
D11,0.092,24,sample,128,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,N-lines,3
D12,0.094,24,sample,256,NA1,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
E1,0.616,24,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.519,N-lines,1
E2,0.782,24,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.685,N-lines,1
E3,0.153,24,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.055999999999999994,N-lines,1
E4,0.094,24,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
E5,0.095,24,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,1
E6,0.094,24,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
E7,0.094,24,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
E8,0.093,24,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,1
E9,0.093,24,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,1
E10,0.094,24,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
E11,0.093,24,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,1
E12,0.094,24,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,1
F1,0.742,24,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.645,N-lines,2
F2,0.816,24,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.719,N-lines,2
F3,0.161,24,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.064,N-lines,2
F4,0.095,24,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,2
F5,0.094,24,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F6,0.094,24,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F7,0.094,24,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F8,0.094,24,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F9,0.094,24,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F10,0.094,24,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F11,0.094,24,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,2
F12,0.093,24,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0040000000000000036,N-lines,2
G1,0.76,24,sample,0.016,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.663,N-lines,3
G2,0.815,24,sample,0.047,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.718,N-lines,3
G3,0.192,24,sample,0.125,NA2,TOB,evolved,Exp2.1,Plate2,0.097,0.095,N-lines,3
G4,0.095,24,sample,0.38,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
G5,0.094,24,sample,1,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
G6,0.094,24,sample,3,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
G7,0.095,24,sample,8,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
G8,0.095,24,sample,16,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
G9,0.095,24,sample,32,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0020000000000000018,N-lines,3
G10,0.094,24,sample,64,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,N-lines,3
G11,0.092,24,sample,128,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,N-lines,3
G12,0.092,24,sample,256,NA2,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,N-lines,3
H1,1.52,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,1.423,NA,NA
H2,1.617,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,1.52,NA,NA
H3,1.577,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,1.48,NA,NA
H4,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
H5,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
H6,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
H7,0.092,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0050000000000000044,NA,NA
H8,0.094,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.0030000000000000027,NA,NA
H9,0.091,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.006000000000000005,NA,NA
H10,0.089,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.008000000000000007,NA,NA
H11,0.089,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.008000000000000007,NA,NA
H12,0.089,24,empty,NA,NA,TOB,evolved,Exp2.1,Plate2,0.097,-0.008000000000000007,NA,NA
A1,0.092,0,blank,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-6.666666666666626e-4,NA,NA
A2,0.093,0,blank,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,3.3333333333333826e-4,NA,NA
A3,0.093,0,blank,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,3.3333333333333826e-4,NA,NA
A4,0.094,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,NA,NA
A5,0.092,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-6.666666666666626e-4,NA,NA
A6,0.103,0,sample,0,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.010333333333333333,N-lines,1
A7,0.103,0,sample,0,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.010333333333333333,N-lines,2
A8,0.1,0,sample,0,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0073333333333333445,N-lines,3
A9,0.091,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0016666666666666635,NA,NA
A10,0.1,0,sample,0,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0073333333333333445,N-lines,1
A11,0.099,0,sample,0,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.006333333333333344,N-lines,2
A12,0.098,0,sample,0,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.005333333333333343,N-lines,3
B1,0.095,0,sample,0.016,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
B2,0.095,0,sample,0.047,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
B3,0.097,0,sample,0.125,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.004333333333333342,N-lines,1
B4,0.096,0,sample,0.38,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,1
B5,0.099,0,sample,1,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.006333333333333344,N-lines,1
B6,0.099,0,sample,3,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.006333333333333344,N-lines,1
B7,0.097,0,sample,8,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.004333333333333342,N-lines,1
B8,0.097,0,sample,16,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.004333333333333342,N-lines,1
B9,0.097,0,sample,32,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.004333333333333342,N-lines,1
B10,0.095,0,sample,64,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
B11,0.095,0,sample,128,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
B12,0.094,0,sample,256,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,1
C1,0.096,0,sample,0.016,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,2
C2,0.096,0,sample,0.047,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,2
C3,0.096,0,sample,0.125,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,2
C4,0.095,0,sample,0.38,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,2
C5,0.098,0,sample,1,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.005333333333333343,N-lines,2
C6,0.095,0,sample,3,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,2
C7,0.096,0,sample,8,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,2
C8,0.094,0,sample,16,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,2
C9,0.097,0,sample,32,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.004333333333333342,N-lines,2
C10,0.096,0,sample,64,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,2
C11,0.095,0,sample,128,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,2
C12,0.094,0,sample,256,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,2
D1,0.1,0,sample,0.016,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0073333333333333445,N-lines,3
D2,0.096,0,sample,0.047,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,3
D3,0.096,0,sample,0.125,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,3
D4,0.095,0,sample,0.38,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
D5,0.095,0,sample,1,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
D6,0.094,0,sample,3,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,3
D7,0.096,0,sample,8,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,3
D8,0.094,0,sample,16,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,3
D9,0.097,0,sample,32,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.004333333333333342,N-lines,3
D10,0.095,0,sample,64,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
D11,0.095,0,sample,128,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
D12,0.094,0,sample,256,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,3
E1,0.099,0,sample,0.016,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.006333333333333344,N-lines,1
E2,0.094,0,sample,0.047,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,1
E3,0.095,0,sample,0.125,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
E4,0.095,0,sample,0.38,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
E5,0.096,0,sample,1,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,1
E6,0.095,0,sample,3,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
E7,0.094,0,sample,8,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,1
E8,0.092,0,sample,16,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,-6.666666666666626e-4,N-lines,1
E9,0.095,0,sample,32,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
E10,0.095,0,sample,64,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
E11,0.094,0,sample,128,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,1
E12,0.096,0,sample,256,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,1
F1,0.1,0,sample,0.016,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0073333333333333445,N-lines,2
F2,0.095,0,sample,0.047,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,2
F3,0.097,0,sample,0.125,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.004333333333333342,N-lines,2
F4,0.095,0,sample,0.38,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,2
F5,0.095,0,sample,1,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,2
F6,0.094,0,sample,3,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,2
F7,0.094,0,sample,8,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,2
F8,0.092,0,sample,16,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,-6.666666666666626e-4,N-lines,2
F9,0.094,0,sample,32,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,2
F10,0.094,0,sample,64,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,2
F11,0.095,0,sample,128,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,2
F12,0.096,0,sample,256,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,2
G1,0.098,0,sample,0.016,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.005333333333333343,N-lines,3
G2,0.095,0,sample,0.047,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
G3,0.096,0,sample,0.125,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,3
G4,0.095,0,sample,0.38,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
G5,0.094,0,sample,1,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,3
G6,0.094,0,sample,3,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,3
G7,0.095,0,sample,8,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
G8,0.092,0,sample,16,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,-6.666666666666626e-4,N-lines,3
G9,0.095,0,sample,32,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
G10,0.094,0,sample,64,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,N-lines,3
G11,0.093,0,sample,128,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,3.3333333333333826e-4,N-lines,3
G12,0.095,0,sample,256,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,3
H1,0.094,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,NA,NA
H2,0.094,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0013333333333333391,NA,NA
H3,0.095,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,NA,NA
H4,0.089,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0036666666666666653,NA,NA
H5,0.089,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0036666666666666653,NA,NA
H6,0.09,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0026666666666666644,NA,NA
H7,0.093,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,3.3333333333333826e-4,NA,NA
H8,0.091,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0016666666666666635,NA,NA
H9,0.089,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0036666666666666653,NA,NA
H10,0.09,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0026666666666666644,NA,NA
H11,0.089,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0036666666666666653,NA,NA
H12,0.089,0,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0036666666666666653,NA,NA
A1,0.092,16,blank,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-6.666666666666626e-4,NA,NA
A2,0.093,16,blank,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,3.3333333333333826e-4,NA,NA
A3,0.093,16,blank,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,3.3333333333333826e-4,NA,NA
A4,0.091,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0016666666666666635,NA,NA
A5,0.091,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,-0.0016666666666666635,NA,NA
A6,0.752,16,sample,0,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.6593333333333333,N-lines,1
A7,0.759,16,sample,0,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.6663333333333333,N-lines,2
A8,0.681,16,sample,0,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.5883333333333334,N-lines,3
A9,0.093,16,empty,NA,NA,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,3.3333333333333826e-4,NA,NA
A10,0.353,16,sample,0,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.2603333333333333,N-lines,1
A11,0.347,16,sample,0,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.2543333333333333,N-lines,2
A12,0.362,16,sample,0,NA1,TOB,ancestor,Exp2.1,Plate3,0.09266666666666666,0.2693333333333333,N-lines,3
B1,0.846,16,sample,0.016,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.7533333333333333,N-lines,1
B2,0.735,16,sample,0.047,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.6423333333333333,N-lines,1
B3,0.232,16,sample,0.125,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.13933333333333336,N-lines,1
B4,0.1,16,sample,0.38,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.0073333333333333445,N-lines,1
B5,0.096,16,sample,1,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.003333333333333341,N-lines,1
B6,0.095,16,sample,3,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
B7,0.095,16,sample,8,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,0.00233333333333334,N-lines,1
B8,0.093,16,sample,16,NA3,TOB,evolved,Exp2.1,Plate3,0.09266666666666666,3.3333333333333826e-4,N-lines,1
