Well,Type,Concentration,Sample,Antibiotic,OD_t0,OD_t16,OD_t24,Plate,Experiment,OD_t0_blanked,OD_t16_blanked,OD_t24_blanked,growth_16h,growth_24h,well_type
B10,sample,64,NA1,TOB,0.093,0.094,0.093,Plate4,Exp1,0.0036666666666666653,0.0040000000000000036,0.0040000000000000036,3.3333333333333826e-4,3.3333333333333826e-4,treatment
B11,sample,128,NA1,TOB,0.09,0.091,0.09,Plate4,Exp1,6.666666666666626e-4,0.0010000000000000009,0.0010000000000000009,3.3333333333333826e-4,3.3333333333333826e-4,treatment
B12,sample,256,NA1,TOB,0.089,0.09,0.089,Plate4,Exp1,-3.3333333333333826e-4,0,0,3.3333333333333826e-4,3.3333333333333826e-4,treatment
C1,sample,0.016,T3,TOB,0.094,0.322,0.421,Plate4,Exp1,0.004666666666666666,0.232,0.33199999999999996,0.22733333333333333,0.3273333333333333,treatment
C2,sample,0.047,T3,TOB,0.091,0.429,0.498,Plate4,Exp1,0.0016666666666666635,0.33899999999999997,0.40900000000000003,0.3373333333333333,0.4073333333333334,treatment
C3,sample,0.125,T3,TOB,0.092,0.569,0.642,Plate4,Exp1,0.0026666666666666644,0.479,0.553,0.47633333333333333,0.5503333333333333,treatment
C4,sample,0.38,T3,TOB,0.09,0.261,0.413,Plate4,Exp1,6.666666666666626e-4,0.171,0.32399999999999995,0.17033333333333334,0.3233333333333333,treatment
C5,sample,1,T3,TOB,0.093,0.153,0.223,Plate4,Exp1,0.0036666666666666653,0.063,0.134,0.059333333333333335,0.13033333333333336,treatment
C6,sample,3,T3,TOB,0.091,0.097,0.101,Plate4,Exp1,0.0016666666666666635,0.007000000000000006,0.01200000000000001,0.005333333333333343,0.010333333333333347,treatment
C7,sample,8,T3,TOB,0.09,0.091,0.091,Plate4,Exp1,6.666666666666626e-4,0.0010000000000000009,0.0020000000000000018,3.3333333333333826e-4,0.0013333333333333391,treatment
C8,sample,16,T3,TOB,0.091,0.092,0.091,Plate4,Exp1,0.0016666666666666635,0.0020000000000000018,0.0020000000000000018,3.3333333333333826e-4,3.3333333333333826e-4,treatment
C9,sample,32,T3,TOB,0.091,0.093,0.093,Plate4,Exp1,0.0016666666666666635,0.0030000000000000027,0.0040000000000000036,0.0013333333333333391,0.00233333333333334,treatment
C10,sample,64,T3,TOB,0.095,0.096,0.096,Plate4,Exp1,0.005666666666666667,0.006000000000000005,0.007000000000000006,3.3333333333333826e-4,0.0013333333333333391,treatment
C11,sample,128,T3,TOB,0.09,0.091,0.091,Plate4,Exp1,6.666666666666626e-4,0.0010000000000000009,0.0020000000000000018,3.3333333333333826e-4,0.0013333333333333391,treatment
C12,sample,256,T3,TOB,0.09,0.091,0.093,Plate4,Exp1,6.666666666666626e-4,0.0010000000000000009,0.0040000000000000036,3.3333333333333826e-4,0.003333333333333341,treatment
D1,sample,0.016,T3,TOB,0.101,0.608,0.67,Plate4,Exp1,0.011666666666666672,0.518,0.5810000000000001,0.5063333333333333,0.5693333333333334,treatment
D2,sample,0.047,T3,TOB,0.092,0.434,0.503,Plate4,Exp1,0.0026666666666666644,0.344,0.41400000000000003,0.3413333333333333,0.4113333333333334,treatment
D3,sample,0.125,T3,TOB,0.092,0.613,0.692,Plate4,Exp1,0.0026666666666666644,0.523,0.603,0.5203333333333333,0.6003333333333333,treatment
D4,sample,0.38,T3,TOB,0.09,0.26,0.347,Plate4,Exp1,6.666666666666626e-4,0.17,0.258,0.16933333333333334,0.25733333333333336,treatment
D5,sample,1,T3,TOB,0.09,0.16,0.217,Plate4,Exp1,6.666666666666626e-4,0.07,0.128,0.06933333333333334,0.12733333333333335,treatment
D6,sample,3,T3,TOB,0.09,0.1,0.117,Plate4,Exp1,6.666666666666626e-4,0.010000000000000009,0.02800000000000001,0.009333333333333346,0.02733333333333335,treatment
D7,sample,8,T3,TOB,0.091,0.09,0.091,Plate4,Exp1,0.0016666666666666635,0,0.0020000000000000018,-0.0016666666666666635,3.3333333333333826e-4,treatment
D8,sample,16,T3,TOB,0.091,0.092,0.092,Plate4,Exp1,0.0016666666666666635,0.0020000000000000018,0.0030000000000000027,3.3333333333333826e-4,0.0013333333333333391,treatment
D9,sample,32,T3,TOB,0.091,0.092,0.092,Plate4,Exp1,0.0016666666666666635,0.0020000000000000018,0.0030000000000000027,3.3333333333333826e-4,0.0013333333333333391,treatment
D10,sample,64,T3,TOB,0.095,0.098,0.099,Plate4,Exp1,0.005666666666666667,0.008000000000000007,0.010000000000000009,0.00233333333333334,0.004333333333333342,treatment
D11,sample,128,T3,TOB,0.089,0.09,0.091,Plate4,Exp1,-3.3333333333333826e-4,0,0.0020000000000000018,3.3333333333333826e-4,0.00233333333333334,treatment
D12,sample,256,T3,TOB,0.09,0.096,0.095,Plate4,Exp1,6.666666666666626e-4,0.006000000000000005,0.006000000000000005,0.005333333333333343,0.005333333333333343,treatment
E1,sample,0.016,T3,TOB,0.096,0.254,0.357,Plate4,Exp1,0.006666666666666668,0.164,0.268,0.15733333333333333,0.26133333333333336,treatment
E2,sample,0.047,T3,TOB,0.092,0.266,0.347,Plate4,Exp1,0.0026666666666666644,0.17600000000000002,0.258,0.17333333333333334,0.25533333333333336,treatment
E3,sample,0.125,T3,TOB,0.093,0.418,0.493,Plate4,Exp1,0.0036666666666666653,0.32799999999999996,0.404,0.3243333333333333,0.4003333333333334,treatment
E4,sample,0.38,T3,TOB,0.092,0.314,0.381,Plate4,Exp1,0.0026666666666666644,0.224,0.29200000000000004,0.22133333333333333,0.2893333333333334,treatment
E5,sample,1,T3,TOB,0.091,0.173,0.231,Plate4,Exp1,0.0016666666666666635,0.08299999999999999,0.14200000000000002,0.08133333333333333,0.14033333333333337,treatment
E6,sample,3,T3,TOB,0.094,0.097,0.097,Plate4,Exp1,0.004666666666666666,0.007000000000000006,0.008000000000000007,0.00233333333333334,0.003333333333333341,treatment
E7,sample,8,T3,TOB,0.089,0.09,0.093,Plate4,Exp1,-3.3333333333333826e-4,0,0.0040000000000000036,3.3333333333333826e-4,0.004333333333333342,treatment
E8,sample,16,T3,TOB,0.092,0.093,0.092,Plate4,Exp1,0.0026666666666666644,0.0030000000000000027,0.0030000000000000027,3.3333333333333826e-4,3.3333333333333826e-4,treatment
E9,sample,32,T3,TOB,0.091,0.093,0.094,Plate4,Exp1,0.0016666666666666635,0.0030000000000000027,0.0050000000000000044,0.0013333333333333391,0.003333333333333341,treatment
E10,sample,64,T3,TOB,0.096,0.096,0.097,Plate4,Exp1,0.006666666666666668,0.006000000000000005,0.008000000000000007,-6.666666666666626e-4,0.0013333333333333391,treatment
E11,sample,128,T3,TOB,0.091,0.092,0.091,Plate4,Exp1,0.0016666666666666635,0.0020000000000000018,0.0020000000000000018,3.3333333333333826e-4,3.3333333333333826e-4,treatment
E12,sample,256,T3,TOB,0.092,0.092,0.091,Plate4,Exp1,0.0026666666666666644,0.0020000000000000018,0.0020000000000000018,-6.666666666666626e-4,-6.666666666666626e-4,treatment
F1,empty,NA,NA,TOB,0.09,0.092,0.09,Plate4,Exp1,6.666666666666626e-4,0.0020000000000000018,0.0010000000000000009,0.0013333333333333391,3.3333333333333826e-4,empty
F2,empty,NA,NA,TOB,0.089,0.091,0.09,Plate4,Exp1,-3.3333333333333826e-4,0.0010000000000000009,0.0010000000000000009,0.0013333333333333391,0.0013333333333333391,empty
F3,empty,NA,NA,TOB,0.09,0.09,0.09,Plate4,Exp1,6.666666666666626e-4,0,0.0010000000000000009,-6.666666666666626e-4,3.3333333333333826e-4,empty
F4,empty,NA,NA,TOB,0.09,0.091,0.09,Plate4,Exp1,6.666666666666626e-4,0.0010000000000000009,0.0010000000000000009,3.3333333333333826e-4,3.3333333333333826e-4,empty
F5,empty,NA,NA,TOB,0.09,0.092,0.092,Plate4,Exp1,6.666666666666626e-4,0.0020000000000000018,0.0030000000000000027,0.0013333333333333391,0.00233333333333334,empty
F6,empty,NA,NA,TOB,0.089,0.089,0.089,Plate4,Exp1,-3.3333333333333826e-4,-0.0010000000000000009,0,-6.666666666666626e-4,3.3333333333333826e-4,empty
F7,empty,NA,NA,TOB,0.089,0.089,0.09,Plate4,Exp1,-3.3333333333333826e-4,-0.0010000000000000009,0.0010000000000000009,-6.666666666666626e-4,0.0013333333333333391,empty
F8,empty,NA,NA,TOB,0.089,0.09,0.091,Plate4,Exp1,-3.3333333333333826e-4,0,0.0020000000000000018,3.3333333333333826e-4,0.00233333333333334,empty
F9,empty,NA,NA,TOB,0.089,0.09,0.089,Plate4,Exp1,-3.3333333333333826e-4,0,0,3.3333333333333826e-4,3.3333333333333826e-4,empty
F10,empty,NA,NA,TOB,0.09,0.09,0.091,Plate4,Exp1,6.666666666666626e-4,0,0.0020000000000000018,-6.666666666666626e-4,0.0013333333333333391,empty
F11,empty,NA,NA,TOB,0.09,0.095,0.092,Plate4,Exp1,6.666666666666626e-4,0.0050000000000000044,0.0030000000000000027,0.004333333333333342,0.00233333333333334,empty
F12,empty,NA,NA,TOB,0.089,0.092,0.093,Plate4,Exp1,-3.3333333333333826e-4,0.0020000000000000018,0.0040000000000000036,0.00233333333333334,0.004333333333333342,empty
G1,empty,NA,NA,TOB,0.09,0.091,0.09,Plate4,Exp1,6.666666666666626e-4,0.0010000000000000009,0.0010000000000000009,3.3333333333333826e-4,3.3333333333333826e-4,empty
G2,empty,NA,NA,TOB,0.09,0.09,0.09,Plate4,Exp1,6.666666666666626e-4,0,0.0010000000000000009,-6.666666666666626e-4,3.3333333333333826e-4,empty
G3,empty,NA,NA,TOB,0.09,0.09,0.091,Plate4,Exp1,6.666666666666626e-4,0,0.0020000000000000018,-6.666666666666626e-4,0.0013333333333333391,empty
G4,empty,NA,NA,TOB,0.09,0.09,0.09,Plate4,Exp1,6.666666666666626e-4,0,0.0010000000000000009,-6.666666666666626e-4,3.3333333333333826e-4,empty
G5,empty,NA,NA,TOB,0.09,0.09,0.09,Plate4,Exp1,6.666666666666626e-4,0,0.0010000000000000009,-6.666666666666626e-4,3.3333333333333826e-4,empty
G6,empty,NA,NA,TOB,0.089,0.09,0.089,Plate4,Exp1,-3.3333333333333826e-4,0,0,3.3333333333333826e-4,3.3333333333333826e-4,empty
G7,empty,NA,NA,TOB,0.089,0.091,0.09,Plate4,Exp1,-3.3333333333333826e-4,0.0010000000000000009,0.0010000000000000009,0.0013333333333333391,0.0013333333333333391,empty
G8,empty,NA,NA,TOB,0.09,0.09,0.091,Plate4,Exp1,6.666666666666626e-4,0,0.0020000000000000018,-6.666666666666626e-4,0.0013333333333333391,empty
G9,empty,NA,NA,TOB,0.089,0.091,0.09,Plate4,Exp1,-3.3333333333333826e-4,0.0010000000000000009,0.0010000000000000009,0.0013333333333333391,0.0013333333333333391,empty
G10,empty,NA,NA,TOB,0.09,0.091,0.091,Plate4,Exp1,6.666666666666626e-4,0.0010000000000000009,0.0020000000000000018,3.3333333333333826e-4,0.0013333333333333391,empty
G11,empty,NA,NA,TOB,0.089,0.09,0.09,Plate4,Exp1,-3.3333333333333826e-4,0,0.0010000000000000009,3.3333333333333826e-4,0.0013333333333333391,empty
G12,empty,NA,NA,TOB,0.089,0.09,0.09,Plate4,Exp1,-3.3333333333333826e-4,0,0.0010000000000000009,3.3333333333333826e-4,0.0013333333333333391,empty
H1,empty,NA,NA,TOB,0.088,0.09,0.089,Plate4,Exp1,-0.0013333333333333391,0,0,0.0013333333333333391,0.0013333333333333391,empty
H2,empty,NA,NA,TOB,0.09,0.09,0.09,Plate4,Exp1,6.666666666666626e-4,0,0.0010000000000000009,-6.666666666666626e-4,3.3333333333333826e-4,empty
H3,empty,NA,NA,TOB,0.089,0.089,0.089,Plate4,Exp1,-3.3333333333333826e-4,-0.0010000000000000009,0,-6.666666666666626e-4,3.3333333333333826e-4,empty
H4,empty,NA,NA,TOB,0.089,0.09,0.091,Plate4,Exp1,-3.3333333333333826e-4,0,0.0020000000000000018,3.3333333333333826e-4,0.00233333333333334,empty
H5,empty,NA,NA,TOB,0.091,0.09,0.089,Plate4,Exp1,0.0016666666666666635,0,0,-0.0016666666666666635,-0.0016666666666666635,empty
H6,empty,NA,NA,TOB,0.089,0.092,0.09,Plate4,Exp1,-3.3333333333333826e-4,0.0020000000000000018,0.0010000000000000009,0.00233333333333334,0.0013333333333333391,empty
H7,empty,NA,NA,TOB,0.09,0.094,0.09,Plate4,Exp1,6.666666666666626e-4,0.0040000000000000036,0.0010000000000000009,0.003333333333333341,3.3333333333333826e-4,empty
H8,empty,NA,NA,TOB,0.092,0.091,0.091,Plate4,Exp1,0.0026666666666666644,0.0010000000000000009,0.0020000000000000018,-0.0016666666666666635,-6.666666666666626e-4,empty
H9,empty,NA,NA,TOB,0.089,0.091,0.09,Plate4,Exp1,-3.3333333333333826e-4,0.0010000000000000009,0.0010000000000000009,0.0013333333333333391,0.0013333333333333391,empty
H10,empty,NA,NA,TOB,0.09,0.09,0.09,Plate4,Exp1,6.666666666666626e-4,0,0.0010000000000000009,-6.666666666666626e-4,3.3333333333333826e-4,empty
H11,empty,NA,NA,TOB,0.089,0.089,0.089,Plate4,Exp1,-3.3333333333333826e-4,-0.0010000000000000009,0,-6.666666666666626e-4,3.3333333333333826e-4,empty
H12,empty,NA,NA,TOB,0.089,0.091,0.091,Plate4,Exp1,-3.3333333333333826e-4,0.0010000000000000009,0.0020000000000000018,0.0013333333333333391,0.00233333333333334,empty
